"","t2_BS_C.mzML","t1_BS_C.mzML","t0_BS_C.mzML","t1_BS_3.mzML","t1_BS_1.mzML","t2_BS_2.mzML","t1_BS_2.mzML","t2_BS_3.mzML","t2_BS_1.mzML","t0_BS_2.mzML","t3_BS_1.mzML","t4_BS_3.mzML","t4_BS_1.mzML","t3_BS_2.mzML","t3_BS_C.mzML","t3_BS_3.mzML","t0_BS_3.mzML","t0_BS_1.mzML","t4_BS_C.mzML","t7_BS_1.mzML","t4_BS_2.mzML","t5_BS_C.mzML","t5_BS_3.mzML","t5_BS_2.mzML","t5_BS_1.mzML","t6_BS_C.mzML","t6_BS_1.mzML","t7_BS_3.mzML","t7_BS_2.mzML","t7_BS_C.mzML","t8_BS_2.mzML","t8_BS_3.mzML","t8_BS_1.mzML","t6_BS_2.mzML","t6_BS_3.mzML","t8_BS_C.mzML","t9_BS_C.mzML","t9_BS_3.mzML","t9_BS_1.mzML","t9_BS_2.mzML"
"876_157.097_1.849",3766,3766,3766,70934.35,69983.37,74184.336,73165.1,74280.4,75009.414,62087.062,76322.1,77086.695,74471.59,89049.46,78948.36,76576.61,62545.254,57415.53,82396.61,70121.92,74082.39,77887.805,77158.57,80332.68,74522.47,81889.23,78937.59,74633.63,71052.695,74964.4,85787.66,80767.305,77498.24,82282.68,92013.62,80967.32,86023.234,91171.63,82718.1,124844.5
"877_288.192_1.86",3766,3766,3766,10551.159,3766,3766,3766,3766,9237.252,4553.0273,3766,3766,3766,27047.95,3766,3766,4205.1523,3766,3766,3766,4002.466,3766,11589.033,3766,3964.397,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"880_255.132_1.852",3766,3766,3766,6114.0923,7751.823,12661.986,6128.939,11981.8955,11391.44,3766,8267.942,14727.796,10088.505,10130.889,13607.499,12593.644,3766,3766,16200.05,3766,8054.829,15808.595,15502.344,17587.271,13403.328,18323.941,18095.906,3766,3766,3766,3766,3766,3766,18036.277,20319.72,3766,3766,3766,3766,3766
"881_153.102_1.836",3766,3766,3766,8811.246,5399.5293,8266.897,5041.269,13343.417,18468.455,17263.09,11011.666,11873.273,6041.5435,18366.771,9556.671,9309.1875,11456.957,9839.985,13675.399,19521.164,10461.391,10354.222,9525.529,4005.2441,10178.685,18818.008,31180.834,15931.7705,21522.223,7490.099,16465.178,17695.553,14141.918,24884.219,21740.607,23441.797,44301.848,25433.723,21363.797,34697.215
"884_219.113_1.866",3766,3766,3766,22110.127,21830.508,22772.287,22056.53,22916.348,23556.295,21671.482,23008.568,22875.53,22385.512,25119.549,23894.043,23208.645,21409.754,20229.223,24139.984,22959.043,21830.809,24122.871,21786.053,23563.416,6207.742,23778.58,22195.934,25451.16,24060.18,22834.201,28035.982,27189.816,27395.328,25218.246,27427.576,28211.57,35144.992,36561.53,32523.537,53100.984
"889_245.128_1.866",60022.22,57332.22,43701.285,49735.695,42961.906,43594.22,122729.07,51329.812,100857.86,47691.883,105094.4,111742.15,131543.1,132541.66,51333.645,139047.23,57480.98,46253.375,143847.39,59177.047,134573.48,140757.22,98832.59,143755.84,130590.17,125065.29,144746.86,54281.21,57848.684,51145.688,153808.9,50720.33,147994.84,134495,55194.77,56057.625,75927.91,145706.88,62919.39,75869.71
"891_382.686_1.867",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"892_273.126_1.89",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"894_384.536_1.825",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,4122.245,3766,3766,3766,3766,3766,3766,4160.5356,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"895_309.038_1.92",3766,3766,3766,42881.98,42785.824,29775.475,45686.324,44073.023,43744.83,42970.395,40461.156,19554.875,25419.666,45023.33,42855.215,42076.707,43661.492,41811.707,20657.879,29882.592,40985.336,39906.06,12995.859,24604.754,22927.393,17783.857,38582.14,33559.156,20851.605,34843.43,9602.94,19691.379,25163.6,38681.83,19013.662,24847.809,16576.578,23821.734,31994.21,27713.22
"896_181.078_1.921",3766,3766,3766,29957.393,50066.273,35601.516,21996.004,36719.816,50061.28,25208.693,27963.73,24576.13,23649.678,57660.38,20571.074,50907.812,25619.389,42867.68,19955.418,29019.71,23089.4,19871.26,6862.253,25919.586,27062.574,13419.785,30592.814,29143.3,27552.54,41096.727,34707.1,52006.727,22892.188,43570.87,33279.008,30102.117,21156.953,24554.244,52104.43,49640.75
"899_576.301_1.845",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"900_226.097_1.934",3766,3766,3766,29424.709,37046.598,35473.566,40303.38,38232.543,40137.676,56770.35,14854.551,21756.178,31485.857,40655.18,31066.502,29352.172,55496.56,61102.32,24259.947,17823.195,36576.266,15849.889,16841.928,18366.28,18560.998,5652.8145,11064.822,10476.4375,14618.448,10877.166,20592.402,6963.9727,20113.133,13977.602,11866.728,16053.465,8443.103,19965.805,18009.965,26412.754
"901_313.052_1.915",3766,3766,3766,21159.65,3863.417,15848.9375,12960.191,30590.299,15040.081,18079.766,14275.522,31028.182,11761.817,32933.89,13979.401,13694.52,25988.424,13993.859,22707.523,15334.897,7625.5005,16221.563,16055.683,10462.159,14239.953,15140.149,15566.926,8899.605,22563.127,27335.785,19994.709,28074.068,15456.1,12753.482,13711.38,12177.717,15217.019,5067.449,13507.082,38350.293
"904_337.033_1.921",3766,3766,3766,49720.22,48158.31,48250.023,50260.26,26197.98,39228.562,33601.457,48833.49,46014.996,48171.547,31659.885,49547.758,47309.926,24542.285,46572.434,38488.598,34449.055,46619.723,46047.137,30062.012,46141.137,46278.74,29075.52,42732.57,15918.018,30973.049,32462.242,37524.81,21693.55,37140.97,16591.277,22931.637,41073.664,38291.637,16957.332,16152.948,33035.688
"905_306.123_1.889",3766,3766,3766,20201.297,14646.352,24394.986,15628.197,21866.117,26457.701,21562.006,23669.768,18353.287,3766,27383.855,21113.354,17952.121,24745.518,20307.04,17122.682,12086.244,22633.775,15333.275,15870.496,15940.749,11916.24,15056.05,16630.936,10827.518,16038.842,15129.838,21466.025,12988.313,17489.623,19655.246,18870.568,17677.713,16956.645,19441.17,17332.455,30581.87
"907_258.124_1.893",3766,3766,3766,44248.93,44069.28,46779.992,46653.645,47102.227,47724.23,42099.926,46875.676,46805.465,45796.477,50794.363,47676.812,47170.016,44366.848,41183.656,48875.848,37847.74,43604.11,46015.98,46108.71,45868.293,43055.363,48994.91,44563.266,44052.758,43204.242,47755.26,43217.63,42710.46,40306.953,49829.902,51167.684,43500.984,32246.596,36115.055,31371.361,54754.21
"908_235.144_1.901",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,9323.263
"910_657.273_1.881",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"912_303.134_1.899",3766,3766,3766,56229.91,57129.695,53039.99,58292.83,58538.355,60074.836,37084.535,59731.25,56674.883,56860.47,66014.93,61211.277,58481.496,43378.234,46910.02,62154.418,68115.45,59023.395,58152.984,55417.742,47222.617,51724.848,52577.5,43171.836,71991.3,72434.25,77743.73,72630.95,74640.414,72782.3,43362.48,50977.266,81183.44,72249.95,76632.61,55948.004,116022.15
"913_269.131_1.893",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,19898.5,3766,3766,3766,3766,3766,3766,3766,35093.543,26389.514,43100.27,50523.68,57048.664,43316.156,3766,3766,68125.38,113336.29,85034.305,76505.69,116315.39
"917_524.308_1.898",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,8469.216,3766,3766,6933.3823,3766,3766,3766,3766,27466.107,16383.994,3766,11712.402
"919_181.112_1.921",3766,3766,3766,6425.567,15074.145,3766,12486.149,9761.011,18736.662,11808.942,10599.641,13994.452,7027.6533,6200.967,12278.333,18585.58,4690.6055,4643.0576,3766,5994.2397,6057.9844,3766,6967.0723,4599.929,3766,23569.803,14459.898,8030.8916,19732.463,11562.06,15426.133,3766,19548.77,8799.512,12349.941,11053.107,10934.498,13330.728,9720.785,11596.243
"920_239.118_1.895",3766,3766,3766,13149.179,8296.54,8420.803,10009.562,11033.202,12392.858,11135.892,13312.233,10011.442,11710.814,15856.795,12932.9,12785.951,8928.603,8921.467,7539.9277,10427.06,9264.357,10870.669,8007.103,11496.238,8521.719,9629.384,12227.662,11299.18,14631.619,14049.898,9881.249,13164.696,12557.891,9903.341,11817.137,12425.111,13527.761,16624.238,11408.411,19416.477
"923_328.121_1.899",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,5008.3354,3766,5107.0977,3766,3766,3766,4094.6152,3766,3766,53319.35,3766,7311.727,11550.569,4435.708,3766,16232.32,8139.2046,64012.773,55959.395,26688.795,38425.195,36638.33,46496.203,4603.4224,13814.461,22481.54,29112.006,41555.656,31977.473,66158.31
"924_174.055_1.904",3766,3766,3766,125284.27,133730.42,122130.47,132031.95,121527.5,125596.1,160458.47,114148.57,79475.516,94129.484,129092.13,106657.75,101940.91,165420.61,154283.28,88229.34,3766,98589.234,67054.8,53944.375,80211.414,71689.62,38374.133,54826.266,3766,3766,3766,3766,3766,3766,58311.793,28678.875,3766,3766,3766,3766,3766
"925_163.546_1.918",3766,3766,3766,14106.5625,9829.304,27108.896,15808.973,13804.145,15273.281,20975.57,14039.064,15717.177,16948.145,10123.676,32864.336,16912.176,14703.567,11896.803,3973.1113,21266.574,16174.922,18029.75,9866.372,8480.77,8066.488,13336.932,18774.014,5205.4614,11869.317,33968.516,12237.07,17281.375,21428.951,35348.023,3766,36324.41,18800.55,17894.822,19985.016,21909.953
"927_215.117_1.906",3766,3766,3766,31145.652,32773.14,38203.914,33962.457,36655.99,32760.715,25698.422,36233.734,41922.227,38227.73,77255.06,40251.242,37184.152,28944.271,26167.236,35379.137,13572.302,43162.508,47333.586,41829.004,39026.023,37125.312,86361.09,38241.195,15619.147,17663.562,15726.43,29618.96,27603.957,23064.465,62914.13,71528.83,42945.234,183461.55,158137.19,114061.195,175761.2
"928_181.112_1.917",3766,3766,3766,6425.567,17960.95,3766,19271.824,9761.011,19540.092,11808.942,10599.641,13994.452,7027.6533,6200.967,19744.479,18585.58,4690.6055,4643.0576,15412.778,42520.438,6057.9844,3766,6967.0723,4599.929,3766,23569.803,14459.898,10379.773,18647.54,11562.06,22355.193,3766,19548.77,8799.512,26814.654,11053.107,10934.498,22522.375,10093.927,11596.243
"929_185.128_1.907",3766,3766,3766,3092213,3049323.8,3280256,3154517,3321213.5,3266293,3412293.8,3266758.8,3382129.8,3286953.2,3557506.2,3434224,3310709.5,3272913.2,3005038.2,3490078,3047564.5,3251616.2,3457749.2,3409916.2,3382901,3251341.8,3621317.5,3395742.2,3379525.5,3200901.2,3400731.2,3575265.2,3598048,3368494.8,3535911.2,3727850.8,3669100.8,3825564.5,4051932,3643138.5,5480658.5
"930_157.134_1.907",3766,3766,3766,44246.28,43397.1,47153.746,45879.72,46977.938,46349.04,48570.8,47936.047,46400.027,47081.95,52440.273,49481.85,47458.816,49336.934,45074.793,49007.926,43966.65,47641.836,50032.676,48662.27,50477.117,46434.047,51012.36,48196.035,49215.254,46012.254,48289.902,51770.227,50835.93,50195.18,50313.645,53253.18,53236.836,56742.7,57663.26,52292.4,76048.57
"933_185.109_1.903",3766,3766,3766,19436.672,19580.79,20017.988,19316.545,19727.414,17713.361,21712.676,13752.474,18220.068,7086.695,21086.424,21100.135,20150.959,20106.977,18592.855,20026.594,6718.3306,18914.766,17918.42,8188.3867,16757.293,3766,19845.865,4272.384,19376.162,18219.482,18825.48,20445.355,25471.17,20977.438,14013.917,5173.7983,23292.002,23597.637,26204.46,10532.322,13330.038
"934_185.148_1.902",3766,3766,3766,15210.994,17678.703,9132.894,3766,5632.928,5270.5674,17934.582,6025.9907,6639.928,11657.298,18195.145,17835.18,17201.256,7924.8545,15588.6045,10118.801,9879.176,17392.26,8201.637,3766,9514.081,3766,18126.795,7291.687,19413.799,5699.775,18548.074,19265.879,9980.314,18191.299,11305.481,4019.9312,18842.07,21402.78,11892.724,21327.771,32922.473
"935_291.113_1.898",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,5060.91,9735.651,9489.58,3766,3766,3766,12158.261,27422.912,24558.766,17005.592,37873.566
"938_181.082_1.918",3766,3766,3766,27809.379,22660.01,10813.25,24829.695,11908.902,16261.726,44942.33,6440.6055,3766,8720.0205,50108.633,19656.27,13583.99,17848.164,22371.883,24979.84,3766,21468.273,13149.709,16621.303,6446.81,6614.707,10022.26,3766,23229.822,11618.435,18644.846,4131.262,25132.51,11211.686,4042.289,4287.672,25877.475,4526.9214,27507.223,22821.344,20518.857
"939_519.121_1.924",3766,3766,3766,3766,5075.6577,4882.559,4020.548,4440.832,5735.1826,4593.268,5242.802,3766,4678.963,5411.365,4765.9937,4464.394,3766,3766,4663.3506,3766,4680.471,3834.233,3766,4636.9565,3766,5860.4463,5004.462,3866.8271,3766,3766,3837.9243,3766,3766,5440.162,6226.54,4566.4126,3844.9487,4122.0957,3766,5555.803
"940_185.144_1.899",3766,3766,3766,3766,3985.8994,3766,3766,6459.008,3766,3766,5782.257,3766,9080.652,3766,4221.0137,3766,3766,3766,3766,7965.575,3822.6633,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,7100.431,3766,5478.391,3766,7711.2427,8239.641,3766,8700.867
"941_326.079_1.888",3766,3766,3766,3766,6949.952,4959.466,5574.785,3766,5219.495,16030.829,3766,3766,4815.3213,13807.563,3766,4504.323,17767.477,12525.479,14556.199,4475.639,12357.766,3766,3766,3766,3766,3766,5329.3813,4032.3665,3766,3766,3766,3766,4036.6675,12004.344,6822.1016,4751.779,4777.3438,5544.45,3766,6086.0107
"942_479.175_1.911",3766,3766,3766,8872.548,3774.0222,3766,3766,3766,7773.32,3766,5728.3745,3766,14581.101,6095.469,4627.4453,7806.3735,3933.1125,3847.85,9991.453,7855.831,10881.963,7967.532,7286.0728,7480.3687,8760.369,12829.966,7534.43,6960.438,3766,19711.729,5392.735,7071.228,7160.6416,12027.988,18953.273,6247.6665,7480.582,5758.7334,9610.19,4916.463
"943_344.228_1.95",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,12402.619,3766,3766,3766,3766,4194.8154,3766,3766,3766,3766,3766
"944_279.181_1.913",3766,3766,3766,5984.0576,6532.131,6534.586,6882.984,13522.208,12901.557,9749.169,3766,6202.5054,3766,14399.949,6636.479,11770.782,7654.306,13165.2705,10574.459,6925.421,11473.678,5961.5874,7879.6123,5576.1294,3925.7136,9333.181,11701.134,12796.151,8280.457,12680.934,13561.647,13421.563,11941.626,6736.764,13439.329,12078.066,16058.705,17598.996,13658.33,23840.271
"950_163.546_1.919",3766,3766,3766,30339.73,27225.203,31799.35,27914.111,31382.873,32605.5,24733.084,33274.7,33036.64,33916.785,36397.27,32146.484,32869.297,20223.512,18116.504,35401.9,32757.12,32817.56,36399.746,36608.023,19366.9,32625.262,37695.46,35976.703,39792.38,38038.875,39236.92,34845.59,34011.004,36494.98,34419.1,39468.26,35530.91,36560.125,19555.352,15246.853,43035.36
"952_301.118_1.989",3766,3766,3766,119614.58,60307.13,104031.63,246622.58,95398.22,241575.05,39023.273,65164.36,80432.26,79588.125,67779.76,207729.83,99814.36,84604.58,92904.586,74375.695,39699.973,80654.055,84346.99,90199.39,36374.824,88528.09,162721.7,55841.656,212846.5,71044.58,100254.695,85137.37,86925.164,85725.89,62740.043,64070.527,95926.87,54940.105,49810.402,40437.883,114218.164
"953_313.052_1.921",3766,3766,3766,28941.309,27943.19,29668.008,29162.645,30102.883,29829.152,25379.535,30196.756,30772.299,19558.668,32292.07,31836.64,29297.74,25062.309,23440.117,31111.047,26528.104,28404.008,16824.037,15345.766,31845.596,28398.596,32695.836,31241.258,31274.93,28670.357,29808.877,29600.783,31399.092,29036.756,16843.805,18808.715,30509.133,13021.481,29681.621,27617.375,37434.605
"956_251.082_1.921",3766,3766,3766,159412.66,149379.5,181231.28,154279.62,181426.61,172527.45,116044.66,181004.12,220031.1,210033.62,193380.9,202412.27,186596.7,121245.49,102418.66,217132.73,189340.75,201870.77,243955.52,235507.62,233134.48,233506.11,273863.97,263612.88,208534.22,199348.64,205941.89,209984.66,214367.11,210902.47,260324.84,285264.94,210340.33,211556.11,227351,209540.58,282011.4
"957_511.113_1.923",3766,3766,3766,3766,3766,3766,6749.368,4639.893,6825.1997,3766,4263.451,6023.902,3766,7626.615,5535.7573,3766,3766,3766,8152.3525,3766,4109.1816,3766,6015.822,3766,7114.852,8668.822,7748.3696,6636.1577,3766,5057.969,5409.145,6667.507,3766,8897.051,6694.0923,6500.335,6374.2935,3766,4222.379,21085.209
"959_181.116_1.922",3766,3766,3766,44444.33,47815.062,46219.113,50125.496,39085.855,49428.074,43690.895,43760.26,44276.527,37029.633,47590.902,48048.95,44658.914,44158.91,41782.746,51225.15,45101.203,46779.56,28832.773,25659.852,11979.462,11426.964,51021.56,27940.666,51187.99,46894.56,49084.117,50692.223,33721.07,45409.88,17796.521,27808.408,50265.125,51328.758,51774.297,48154.99,77078.12
"960_329.025_1.922",3766,3766,3766,49233.77,49245.527,49187.78,52409.266,52394.234,52549.887,60186.938,52387.63,50353.758,54244.375,57565.08,52315.14,54162.56,63631.727,45681.83,55749.004,43670.52,53873.418,53632.53,54484.43,54102.5,53119.074,55826.438,51880.293,46376.434,43749.492,48016.543,51444.65,52322.805,46981.86,53074.67,60400.945,51031.508,49517.66,51061.984,46605.83,66731.25
"963_167.118_1.981",3766,3766,3766,23229.682,12265.03,9476.531,21815.531,13902.318,30456.523,8445.147,11215.467,20846.953,20874.95,18465.244,13039.903,19385.09,3766,3766,3766,13111.09,3766,7813.2363,23929.148,34195.06,32344.639,3766,3766,15546.053,15373.975,10277.004,14658.436,18228.766,27242.94,10026.856,13095.019,7068.9297,7231.4985,19209.932,5251.1816,40469.06
"967_231.096_1.923",3766,3766,3766,311876.84,317182.4,323227.53,317532.1,329807.78,334491.44,308702.53,321365.2,326726.84,316930.97,349986.9,331043.25,324861.56,302837.06,282109.7,337548.84,305132.4,312773.53,334786.03,333694.22,326319.9,307819.9,350106.56,323971,338221,326094.56,354675.62,342967.88,341766.34,326431.44,341825.94,368336.75,359045.38,337738.72,356985.6,311424.97,499890.5
"968_337.033_1.924",3766,3766,3766,48984.227,47343.188,47038.887,49838.332,50377.473,48655.098,50817.207,48366.152,45754.492,47198.87,48763.41,48691.492,46734.05,49718.62,45969.895,46852.58,33879.79,45863.426,45491.918,47548.355,45391.04,45001.473,46315.953,41958.652,21595.35,35019.844,38024.76,36454.254,38282.316,36515.883,44338.723,45613.145,40333.08,37714.348,39889.375,18653.799,47516.977
"969_230.104_1.924",3766,3766,3766,806391.9,814270.5,846074.5,845198.2,862101.6,875565.6,796856.75,843710.4,850531.1,837238.9,933940.5,872131.9,855169.8,794830.56,734115.1,890862.56,813280.3,824129.06,862347.75,815284.9,830840.94,674332.6,915647.94,868999.06,897098.25,855151.06,922843.94,924323.56,917036.2,852868.44,887729.8,969775.94,947787.6,877424.06,938988.4,828473.3,1308134.2
"970_181.097_1.924",3766,3766,3766,7691638,7609402,7927746.5,7921802,8001300.5,8044223,7480753,7860211.5,7939545,7792903.5,8726234,8119080,7980369,7481399,6882990,8255141.5,7455009,7666407.5,8158933,8064374,8023254.5,7513105,8453919,8053114.5,8251701,7875137.5,8485752,8396849,8453726,7895577.5,8229503.5,8939302,8813961,8211998.5,8586292,7739840.5,12152862
"972_229.1_1.924",3766,3766,3766,7619038,7539454.5,7866514,7809575,7954067.5,8026936.5,7402294,7769650,7923234.5,7755583,8617281,8064519,7908953.5,7400000,6718478,8266719,7527288,7648952,8053998.5,8064743,7917690,7542172,8510891,7968187,8306731,7931650,8617640,8393921,8453202,7778938,8234310,9014568,8741831,8160032,8633318,7568987,12178707
"973_226.097_1.962",3766,3766,3766,36085.465,36729.977,33407.895,37558.508,35552.676,38598.453,64496.977,57397.527,24113.248,25356.652,42806.504,29387.666,30304.156,64250.473,58526.523,23057.871,15880.317,31524.049,15755.465,14122.657,21831.867,14341.911,10951.895,17700.512,13846.016,16522.857,10321.146,16532.562,19572.51,16193.734,16670.21,12344.812,15482.485,12193.334,17547.705,17918.957,31039.74
"974_497.173_1.91",3766,3766,3766,3978.0842,3766,3766,3766,3766,4065.2498,3766,3766,3766,3766,8620.111,3766,3766,3766,3766,4218.44,3766,4207.837,3766,3766,3766,3766,5451.7886,3766,3766,3766,3766,3766,3766,3766,4313.1685,3766,5180.8022,5400.788,6013.758,3766,13862.246
"975_248.074_1.922",3766,3766,3766,9234.552,13831.331,18242.26,8533.108,18662.727,18740.402,4966.618,19185.77,20490.773,19446.553,20656.959,17269.688,18246.19,3766,4966.538,20079.338,17095.66,5184.8545,18486.43,20490.096,18228.736,13942.37,22182.506,21235.143,19192.541,20919.045,22262.195,13182.967,21315.162,17597.568,20111.795,24792.75,21507.887,21362.879,20341.836,17955.781,33721.355
"976_309.038_1.924",3766,3766,3766,42592.395,42030.81,42980.348,45286.598,43561.906,43385.88,42586.84,40230.67,19210.023,40303.12,44282.37,42122.54,41379.805,43122.715,40967.707,20772.982,29398.84,40008.383,39323.477,40634.504,41126.51,36254.76,38671.457,38180.168,32973.043,31331.07,34541.73,33537.348,33343.992,33978.746,38075.168,39099.61,34549.844,33123.203,33188.598,30997.307,40143.125
"977_181.078_1.923",3766,3766,3766,52277.113,49431.516,36396.293,49431.02,36719.816,50061.28,25208.693,27686.832,24576.13,22359.36,57024.098,31178.652,50228.168,25619.389,42867.68,19955.418,27930.002,45818.582,19871.26,6862.253,26124.57,26405.424,13419.785,30204.701,50335.926,26196.973,45446.105,34707.1,58461.605,22892.188,49940.74,33473.57,33617.086,32696.926,63282.66,54268.375,49640.75
"978_181.116_1.922",3766,3766,3766,23908.342,34997.676,30721.873,25395.89,24839.27,26746.932,18876.117,44684.848,32825.64,25828.06,47590.902,26047.875,46148.344,26515.65,31267.234,37712.812,29953.375,37156.297,24337.637,27750.959,11979.462,11426.964,24864.322,29023.559,51948.457,18332.902,32551.34,51865.184,36082.44,28522.9,17796.521,28872.65,19966.84,52050.527,21791.365,49031.516,78262.945
"979_257.079_1.925",3766,3766,3766,23876.594,14707.305,26054.078,14750.095,25715.207,27099.883,18513.713,26080.826,17029.867,27291.99,27814.336,28644.037,26641.94,21977.799,18452.047,16702.4,22395.467,25751.182,29211.023,26920.389,28436.76,20537.318,21610.557,30890.285,28898.959,25146.477,27497.436,31487.662,31009.697,18592.635,34635.684,33733.99,20247.285,30336.963,35097.395,27500.457,48833.49
